일자,계(명),국내발생(명),해외유입(명),사망(명),,열2,열3,열4,열5,,
2022.2.8,"36,708 ","36,608 ",100 ,36 ,,,,,,,
2022.2.9,"49,539 ","49,373 ",166 ,21 ,,,,,,,
2022.2.10,"54,115 ","54,028 ",87 ,20 ,,,,,,,
2022.2.11,"53,886 ","53,775 ",111 ,49 ,,,,,,,
2022.2.12,"54,931 ","54,820 ",111 ,33 ,,,,,,,
2022.2.13,"56,397 ","56,268 ",129 ,36 ,,,,,,,
2022.2.14,"54,554 ","54,449 ",105 ,21 ,,,,,,,
2022.2.15,"57,163 ","56,995 ",168 ,61 ,,,,,,,
2022.2.16,"90,433 ","90,270 ",163 ,39 ,,,,,,,
2022.2.17,"93,119 ","93,028 ",91 ,36 ,,,,,,,
2022.2.18,"109,803 ","109,688 ",115 ,45 ,,,,,,,
2022.2.19,"102,192 ","102,053 ",139 ,71 ,,,,,,,
2022.2.20,"104,815 ","104,716 ",99 ,51 ,,,,,,,
2022.2.21,"95,350 ","95,205 ",145 ,45 ,,,,,,,
2022.2.22,"99,556 ","99,426 ",130 ,58 ,,,,,,,
2022.2.23,"171,430 ","171,249 ",181 ,99 ,,,,,,,
2022.2.24,"169,995 ","169,826 ",169 ,82 ,,,,,,,
2022.2.25,"165,879 ","165,739 ",140 ,94 ,,,,,,,
2022.2.26,"166,189 ","166,047 ",142 ,112 ,,,,,,,
2022.2.27,"163,550 ","163,397 ",153 ,49 ,,,,,,,
2022.2.28,"139,620 ","139,459 ",161 ,114 ,,,,,,,
2022.3.1,"138,980 ","138,921 ",59 ,112 ,,,,,,,
2022.3.2,"219,214 ","219,145 ",69 ,96 ,,,,,,,
2022.3.3,"198,794 ","198,739 ",55 ,128 ,,,,,,,
2022.3.4,"266,839 ","266,757 ",82 ,185 ,,,,,,,
2022.3.5,"254,316 ","254,238 ",78 ,216 ,,,,,,,
2022.3.6,"243,611 ","243,523 ",88 ,161 ,,,,,,,
2022.3.7,"210,693 ","210,603 ",90 ,139 ,,,,,,,
2022.3.8,"202,694 ","202,619 ",75 ,186 ,,,,,,,
2022.3.9,"342,420 ","342,360 ",60 ,158 ,,,,,,,
2022.3.10,"327,514 ","327,457 ",57 ,206 ,,,,,,,
2022.3.11,"282,966 ","282,859 ",107 ,229 ,,,,,,,
2022.3.12,"383,634 ","383,560 ",74 ,269 ,,,,,,,
2022.3.13,"350,150 ","350,115 ",35 ,251 ,,,,,,,
2022.3.14,"309,764 ","309,702 ",62 ,200 ,,,,,,,
2022.3.15,"362,249 ","362,194 ",55 ,293 ,,,,,,,
2022.3.16,"400,524 ","400,448 ",76 ,164 ,,,,,,,
2022.3.17,"621,129 ","621,071 ",58 ,429 ,,,,,,,
2022.3.18,"406,824 ","406,785 ",39 ,301 ,,,,,,,
2022.3.19,"381,363 ","381,300 ",63 ,319 ,,,,,,,
2022.3.20,"334,588 ","334,564 ",24 ,327 ,,,,,,,
2022.3.21,"209,114 ","209,074 ",40 ,329 ,,,,,,,
2022.3.22,"353,877 ","353,832 ",45 ,384 ,,,,,,,
2022.3.23,"490,753 ","490,708 ",45 ,291 ,,,,,,,
2022.3.24,"395,517 ","395,450 ",67 ,469 ,,,,,,,
2022.3.25,"339,450 ","339,421 ",29 ,393 ,,,,,,,
2022.3.26,"335,510 ","335,461 ",49 ,323 ,,,,,,,
2022.3.27,"318,052 ","318,007 ",45 ,282 ,,,,,,,
2022.3.28,"187,166 ","187,136 ",30 ,287 ,,,,,,,
2022.3.29,"347,465 ","347,424 ",41 ,237 ,,,,,,,
2022.3.30,"424,555 ","424,523 ",32 ,432 ,,,,,,,
2022.3.31,"320,680 ","320,655 ",25 ,375 ,,,,,,,
2022.4.1,"280,233 ","280,180 ",53 ,360 ,,,,,,,
2022.4.2,"264,143 ","264,077 ",66 ,339 ,,,,,,,
2022.4.3,"234,249 ","234,224 ",25 ,306 ,,,,,,,
2022.4.4,"127,162 ","127,142 ",20 ,218 ,,,,,,,
2022.4.5,"266,092 ","266,056 ",36 ,209 ,,,,,,,
2022.4.6,"286,256 ","286,233 ",23 ,371 ,,,,,,,
2022.4.7,"224,783 ","224,742 ",41 ,348 ,,,,,,,
2022.4.8,"205,307 ","205,270 ",37 ,373 ,,,,,,,
2022.4.9,"185,532 ","185,485 ",47 ,338 ,,,,,,,
2022.4.10,"164,451 ","164,419 ",32 ,329 ,,,,,,,
2022.4.11,"90,908 ","90,882 ",26 ,258 ,,,,,,,
2022.4.12,"210,722 ","210,675 ",47 ,171 ,,,,,,,
2022.4.13,"195,385 ","195,345 ",40 ,184 ,,,,,,,
2022.4.14,"148,421 ","148,386 ",35 ,318 ,,,,,,,
2022.4.15,"125,821 ","125,804 ",17 ,264 ,,,,,,,
2022.4.16,"107,891 ","107,860 ",31 ,273 ,,,,,,,
2022.4.17,"92,970 ","92,948 ",22 ,203 ,,,,,,,
2022.4.18,"47,724 ","47,710 ",14 ,132 ,,,,,,,
2022.4.19,"118,471 ","118,443 ",28 ,130 ,,,,,,,
2022.4.20,"111,290 ","111,274 ",16 ,166 ,,,,,,,
2022.4.21,"90,846 ","90,811 ",35 ,147,,,,,,,
2022.4.22,"81,041 ","81,022 ",19 ,206,,,,,,,
2022.4.23,"75,420 ","75,385 ",35 ,151,,,,,,,
2022.4.24,"64,692 ","64,655 ",37 ,109,,,,,,,
2022.4.25,"34,361 ","34,322 ",39 ,110,,,,,,,
2022.4.26,"80,338 ","80,313 ",25 ,82,,,,,,,
2022.4.27,"76,761 ","76,722 ",39 ,141,,,,,,,
2022.4.28,"57,452 ","57,427 ",25 ,122,,,,,,,
2022.4.29,"50,554 ","50,523 ",31 ,136,,,,,,,
2022.4.30,"43,273 ","43,255 ",18 ,70,,,,,,,
2022.5.1,"37,757 ","37,720 ",37 ,81,,,,,,,
2022.5.2,"20,072 ","20,045 ",27 ,83,,,,,,,
2022.5.3,"51,115 ","51,071 ",44 ,49,,,,,,,
2022.5.4,"49,050 ","49,016 ",34 ,72,,,,,,,
2022.5.5,"42,286 ","42,258 ",28 ,79,,,,,,,
2022.5.6,"26,699 ","26,671 ",28 ,48,,,,,,,
2022.5.7,"39,590 ","39,563 ",27 ,83,,,,,,,
2022.5.8,"40,046 ","40,030 ",16 ,71,,,,,,,
2022.5.9,"20,585 ","20,569 ",16 ,40,,,,,,,
2022.5.10,"49,919 ","49,896 ",23 ,62,,,,,,,
2022.5.11,"43,908 ","43,871 ",37 ,29,,,,,,,
2022.5.12,"35,894 ","35,880 ",14 ,63,,,,,,,
2022.5.13,"32,437 ","32,423 ",14 ,52,,,,,,,
2022.5.14,"29,576 ","29,550 ",26 ,55,,,,,,,
2022.5.15,"25,423 ","25,397 ",26 ,48,,,,,,,
2022.5.16,"13,289 ","13,262 ",27 ,35,,,,,,,
2022.5.17,"35,104 ","35,078 ",26 ,27,,,,,,,
2022.5.18,"31,338 ","31,303 ",35 ,31,,,,,,,
2022.5.19,"28,122 ","28,108 ",14 ,40,,,,,,,
2022.5.20,"25,119 ","25,097 ",22 ,43,,,,,,,
2022.5.21,"23,455 ","23,443 ",12 ,26,,,,,,,
2022.5.22,"19,287 ","19,262 ",25 ,54,,,,,,,
2022.5.23,"9,971 ","9,953 ",18 ,22,,,,,,,
2022.5.24,"26,338 ","26,295 ",43 ,19,,,,,,,
2022.5.25,"23,945 ","23,924 ",21 ,23,,,,,,,
2022.5.26,"18,805 ","18,772 ",33 ,34,,,,,,,
2022.5.27,"16,574 ","16,528 ",46 ,40,,,,,,,
2022.5.28,"14,393 ","14,348 ",45 ,36,,,,,,,
2022.5.29,"12,646 ","12,620 ",26 ,19,,,,,,,
2022.5.30,"6,133 ","6,086 ",47 ,9,,,,,,,
2022.5.31,"17,182 ","17,139 ",43 ,9,,,,,,,
2022.6.1,"15,787 ","15,740 ",47 ,21,,,,,,,
2022.6.2,"9,886 ","9,853 ",33 ,15,,,,,,,
2022.6.3,"12,534 ","12,499 ",35 ,17,,,,,,,
2022.6.4,"12,036 ","11,994 ",42 ,9,,,,,,,
2022.6.5,"9,828 ","9,781 ",47 ,20,,,,,,,
2022.6.6,"5,015 ","4,998 ",17 ,21,,,,,,,
2022.6.7,"6,171 ","6,135 ",36 ,20,,,,,,,
2022.6.8,"13,353 ","13,292 ",61 ,6,,,,,,,
2022.6.9,"12,149 ","12,083 ",66 ,18,,,,,,,
2022.6.10,"9,307 ","9,258 ",49 ,18,,,,,,,
2022.6.11,"8,435 ","8,372 ",63 ,10,,,,,,,
2022.6.12,"7,376 ","7,296 ",80 ,20,,,,,,,
2022.6.13,"3,817 ","3,761 ",56 ,17,,,,,,,
2022.6.14,"9,768 ","9,726 ",42 ,2,,,,,,,
2022.6.15,"9,426 ","9,322 ",104 ,9,,,,,,,
2022.6.16,"7,979 ","7,893 ",86 ,8,,,,,,,
2022.6.17,"7,191 ","7,122 ",69 ,9,,,,,,,
2022.6.18,"6,821 ","6,744 ",77 ,11,,,,,,,
2022.6.19,"6,063 ","5,980 ",83 ,14,,,,,,,
2022.6.20,"3,531 ","3,437 ",94 ,10,,,,,,,
2022.6.21,"9,299 ","9,226 ",73 ,12,,,,,,,
2022.6.22,"8,974 ","8,872 ",102 ,11,,,,,,,
2022.6.23,"7,492 ","7,401 ",91 ,14,,,,,,,
2022.6.24,"7,218 ","7,105 ",113 ,10,,,,,,,
2022.6.25,"6,779 ","6,666 ",113 ,18,,,,,,,
2022.6.26,"6,236 ","6,100 ",136 ,6,,,,,,,
2022.6.27,"3,419 ","3,308 ",111 ,3,,,,,,,
2022.6.28,"9,889 ","9,770 ",119 ,5,,,,,,,
2022.6.29,"10,447 ","10,243 ",204 ,7,,,,,,,
2022.6.30,"9,590 ","9,445 ",145 ,10,,,,,,,
2022.7.1,"9,514 ","9,376 ",138 ,8,,,,,,,
2022.7.2,"10,708 ","10,536 ",172 ,7,,,,,,,
2022.7.3,"10,037 ","9,851 ",186 ,8,,,,,,,
2022.7.4,"6,241 ","6,080 ",161 ,4,,,,,,,
2022.7.5,"18,125 ","17,961 ",164 ,2,,,,,,,
2022.7.6,"19,352 ","19,126 ",226 ,7,,,,,,,
2022.7.7,"18,494 ","18,297 ",197 ,10,,,,,,,
2022.7.8,"19,294 ","19,107 ",187 ,12,,,,,,,
2022.7.9,"20,259 ","20,040 ",219 ,19,,,,,,,
2022.7.10,"20,383 ","20,136 ",247 ,19,,,,,,,
2022.7.11,"12,671 ","12,500 ",171 ,18,,,,,,,
2022.7.12,"37,332 ","37,081 ",251 ,7,,,,,,,
2022.7.13,"40,240 ","39,856 ",384 ,12,,,,,,,
2022.7.14,"39,154 ","38,831 ",323 ,16,,,,,,,
2022.7.15,"38,856 ","38,596 ",260 ,16,,,,,,,
2022.7.16,"41,290 ","41,015 ",275 ,16,,,,,,,
2022.7.17,"40,312 ","40,018 ",294 ,14,,,,,,,
2022.7.18,"26,273 ","25,957 ",316 ,11,,,,,,,
2022.7.19,"73,536 ","73,190 ",346 ,12,,,,,,,
2022.7.20,"76,350 ","75,931 ",419 ,12,,,,,,,
2022.7.21,"71,128 ","70,816 ",312 ,17,,,,,,,
2022.7.22,"68,587 ","68,269 ",318 ,31,,,,,,,
2022.7.23,"68,523 ","68,228 ",295 ,30,,,,,,,
2022.7.24,"65,364 ","65,051 ",313 ,18,,,,,,,
2022.7.25,"35,848 ","35,512 ",336 ,17,,,,,,,
2022.7.26,"99,211 ","98,861 ",350 ,17,,,,,,,
2022.7.27,"100,222 ","99,690 ",532 ,25,,,,,,,
2022.7.28,"88,335 ","87,919 ",416 ,25,,,,,,,
2022.7.29,"85,271 ","84,841 ",430 ,35,,,,,,,
2022.7.30,"81,931 ","81,541 ",390 ,35,,,,,,,
2022.7.31,"73,552 ","73,206 ",346 ,20,,,,,,,
2022.8.1,"44,635 ","44,194 ",441 ,21,,,,,,,
2022.8.2,"111,743 ","111,179 ",564 ,16,,,,,,,
2022.8.3,"119,861 ","119,273 ",588 ,26,,,,,,,
2022.8.4,"107,844 ","107,417 ",427 ,34,,,,,,,
2022.8.5,"112,825 ","112,339 ",486 ,47,,,,,,,
2022.8.6,"110,622 ","110,053 ",569 ,45,,,,,,,
2022.8.7,"105,454 ","104,975 ",479 ,27,,,,,,,
2022.8.8,"55,242 ","54,768 ",474 ,29,,,,,,,
2022.8.9,"149,847 ","149,267 ",580 ,40,,,,,,,
2022.8.10,"151,719 ","151,113 ",606 ,50,,,,,,,
2022.8.11,"137,160 ","136,654 ",506 ,59,,,,,,,
2022.8.12,"128,652 ","128,195 ",457 ,58,,,,,,,
2022.8.13,"124,536 ","124,070 ",466 ,67,,,,,,,
2022.8.14,"119,524 ","119,073 ",451 ,57,,,,,,,
2022.8.15,"62,045 ","61,654 ",391 ,50,,,,,,,
2022.8.16,"84,091 ","83,632 ",459 ,37,,,,,,,
2022.8.17,"180,745 ","180,183 ",562 ,42,,,,,,,
2022.8.18,"178,501 ","177,872 ",629 ,61,,,,,,,
2022.8.19,"138,766 ","138,303 ",463 ,83,,,,,,,
2022.8.20,"129,350 ","128,862 ",488 ,84,,,,,,,
2022.8.21,"110,903 ","110,508 ",395 ,64,,,,,,,
2022.8.22,"59,014 ","58,612 ",402 ,65,,,,,,,
2022.8.23,"150,198 ","149,705 ",493 ,52,,,,,,,
2022.8.24,"139,290 ","138,836 ",454 ,63,,,,,,,
2022.8.25,"113,343 ","112,975 ",368 ,108,,,,,,,
2022.8.26,"101,110 ","100,755 ",355 ,81,,,,,,,
2022.8.27,"95,565 ","95,172 ",393 ,86,,,,,,,
2022.8.28,"85,230 ","84,866 ",364 ,70,,,,,,,
2022.8.29,"43,110 ","42,754 ",356 ,49,,,,,,,
2022.8.30,"115,610 ","115,229 ",381 ,71,,,,,,,
2022.8.31,"103,913 ","103,456 ",457 ,75,,,,,,,
2022.9.1,"81,553 ","81,256 ",297 ,112,,,,,,,
2022.9.2,"89,552 ","89,229 ",323 ,64,,,,,,,
2022.9.3,"79,709 ","79,387 ",322 ,74,,,,,,,
2022.9.4,"72,112 ","71,875 ",237 ,79,,,,,,,
2022.9.5,"37,524 ","37,244 ",280 ,56,,,,,,,
2022.9.6,"99,813 ","99,535 ",278 ,44,,,,,,,
2022.9.7,"85,504 ","85,169 ",335 ,56,,,,,,,
2022.9.8,"72,620 ","72,401 ",219 ,64,,,,,,,
2022.9.9,"69,391 ","69,116 ",275 ,68,,,,,,,
2022.9.10,"42,694 ","42,461 ",233 ,48,,,,,,,
2022.9.11,"28,193 ","27,967 ",226 ,47,,,,,,,
2022.9.12,"36,917 ","36,715 ",202 ,22,,,,,,,
2022.9.13,"57,276 ","57,009 ",267 ,35,,,,,,,
2022.9.14,"93,949 ","93,637 ",312 ,60,,,,,,,
2022.9.15,"71,444 ","71,098 ",346 ,72,,,,,,,
2022.9.16,"51,848 ","51,506 ",342 ,60,,,,,,,
2022.9.17,"43,430 ","43,153 ",277 ,57,,,,,,,
2022.9.18,"34,735 ","34,499 ",236 ,46,,,,,,,
2022.9.19,"19,382 ","19,103 ",279 ,39,,,,,,,
2022.9.20,"47,889 ","47,575 ",314 ,24,,,,,,,
2022.9.21,"41,264 ","40,942 ",322 ,59,,,,,,,
2022.9.22,"32,990 ","32,735 ",255 ,59,,,,,,,
2022.9.23,"29,091 ","28,790 ",301 ,68,,,,,,,
2022.9.24,"29,329 ","29,033 ",296 ,63,,,,,,,
2022.9.25,"25,766 ","25,521 ",245 ,73,,,,,,,
2022.9.26,"14,152 ","13,936 ",216 ,33,,,,,,,
2022.9.27,"39,401 ","39,099 ",302 ,26,,,,,,,
2022.9.28,"36,131 ","35,756 ",375 ,46,,,,,,,
2022.9.29,"30,857 ","30,611 ",246 ,46,,,,,,,
2022.9.30,"28,487 ","28,213 ",274 ,42,,,,,,,
2022.10.1,"26,946 ","26,649 ",297 ,39,,,,,,,
2022.10.2,"23,575 ","23,334 ",241 ,44,,,,,,,
2022.10.3,"12,141 ","12,010 ",131 ,20,,,,,,,
2022.10.4,"16,413 ","16,307 ",106 ,19,,,,,,,
2022.10.5,"34,725 ","34,656 ",69 ,16,,,,,,,
2022.10.6,"28,634 ","28,552 ",82 ,29,,,,,,,
2022.10.7,"22,286 ","22,232 ",54 ,41,,,,,,,
2022.10.8,"19,421 ","19,361 ",60 ,32,,,,,,,
2022.10.9,"17,646 ","17,585 ",61 ,29,,,,,,,
2022.10.10,"8,974 ","8,927 ",47 ,23,,,,,,,
2022.10.11,"15,465 ","15,370 ",95 ,10,,,,,,,
2022.10.12,"30,516 ","30,446 ",70 ,15,,,,,,,
2022.10.13,"26,936 ","26,869 ",67 ,25,,,,,,,
2022.10.14,"23,572 ","23,512 ",60 ,35,,,,,,,
2022.10.15,"22,829 ","22,776 ",53 ,25,,,,,,,
2022.10.16,"21,454 ","21,367 ",87 ,32,,,,,,,
2022.10.17,"11,024 ","10,943 ",81 ,10,,,,,,,
2022.10.18,"33,218 ","33,131 ",87 ,6,,,,,,,
2022.10.19,"29,492 ","29,420 ",72 ,43,,,,,,,
2022.10.20,"25,375 ","25,322 ",53 ,23,,,,,,,
2022.10.21,"24,731 ","24,673 ",58 ,30,,,,,,,
2022.10.22,"26,892 ","26,844 ",48 ,22,,,,,,,
2022.10.23,"26,234 ","26,168 ",66 ,16,,,,,,,
2022.10.24,"14,296 ","14,242 ",54 ,10,,,,,,,
2022.10.25,"43,738 ","43,666 ",72 ,17,,,,,,,
2022.10.26,"40,816 ","40,736 ",80 ,26,,,,,,,
2022.10.27,"34,973 ","34,918 ",55 ,26,,,,,,,
2022.10.28,"35,913 ","35,853 ",60 ,30,,,,,,,
2022.10.29,"37,310 ","37,254 ",56 ,31,,,,,,,
2022.10.30,"34,491 ","34,445 ",46 ,27,,,,,,,
2022.10.31,"18,503 ","18,447 ",56 ,18,,,,,,,
2022.11.1,"58,360 ","58,292 ",68 ,33,,,,,,,
2022.11.2,"54,733 ","54,656 ",77 ,30,,,,,,,
2022.11.3,"46,880 ","46,825 ",55 ,41,,,,,,,
2022.11.4,"43,436 ","43,386 ",50 ,35,,,,,,,
2022.11.5,"40,893 ","40,837 ",56 ,41,,,,,,,
2022.11.6,"36,665 ","36,599 ",66 ,18,,,,,,,
2022.11.7,"18,665 ","18,605 ",60 ,18,,,,,,,
2022.11.8,"62,259 ","62,207 ",52 ,30,,,,,,,
2022.11.9,"62,466 ","62,424 ",42 ,59,,,,,,,
2022.11.10,"55,348 ","55,298 ",50 ,52,,,,,,,
2022.11.11,"54,498 ","54,449 ",49 ,40,,,,,,,
2022.11.12,"54,309 ","54,251 ",58 ,46,,,,,,,
2022.11.13,"48,442 ","48,389 ",53 ,48,,,,,,,
2022.11.14,"23,748 ","23,694 ",54 ,44,,,,,,,
2022.11.15,"72,864 ","72,814 ",50 ,39,,,,,,,
2022.11.16,"66,567 ","66,500 ",67 ,47,,,,,,,
2022.11.17,"55,418 ","55,379 ",39 ,67,,,,,,,
2022.11.18,"49,399 ","49,333 ",66 ,63,,,,,,,
2022.11.19,"50,568 ","50,518 ",50 ,65,,,,,,,
2022.11.20,"45,998 ","45,940 ",58 ,41,,,,,,,
2022.11.21,"23,077 ","23,016 ",61 ,35,,,,,,,
2022.11.22,"72,860 ","72,779 ",81 ,45,,,,,,,
2022.11.23,"70,306 ","70,237 ",69 ,53,,,,,,,
2022.11.24,"59,082 ","59,027 ",55 ,59,,,,,,,
2022.11.25,"53,698 ","53,659 ",39 ,55,,,,,,,
2022.11.26,"52,788 ","52,726 ",62 ,52,,,,,,,
누적(명),"26,890,488 ","26,819,311 ","71,177 ","30,330 ",,,,,,,